Substation,,,,,,,,,,,,,,
Sub Num,Sub Name,Sub ID,Area Name,Zone Name,Latitude,Longitude,# of Buses,Nominal kV(max),Gen MW,Gen Mvar,Load MW,Load Mvar,Shunt MW,Shunt Mvar
353098122,Sieler,3353098122,NORTHWEST,"Grant County, WA",47.17,-119.16,1,230,,,46.06,8.6,,
353098139,Upper Coulee,3353098139,NORTHWEST,"Grant County, WA",47.22,-119.16,1,230,,,50.82,20.87,,
353098165,Rathdrum Power LLC,3353098165,NORTHWEST,AVA: Coeur D'Alene,47.79,-116.92,3,230,0,0,226.44,-48.67,,
353098171,Black,3353098171,NORTHWEST,"Grant County, WA",46.95,-119.62,2,230,,,1.11,0.16,,
353098173,Ancient Lake,3353098173,NORTHWEST,"Grant County, WA",47.12,-119.93,2,230,,,0.43,28.35,,
353098178,Mac Valley,3353098178,NORTHWEST,"Grant County, WA",47.19,-119.44,2,230,,,14.31,0.64,,
353098186,McKenzic,3353098186,NORTHWEST,Central Washington,47.34,-120.1,1,230,,,108.31,26.54,,
353401443,Panoche Energy Center,3353401443,PG AND E,Conf Load (Yosemite),36.86,-120.46,2,13.8,0,0,194.76,195.07,,
356867398,NM Wind Energy Center,3356867398,NEW MEXICO,ZonePN,34.59,-104.04,2,345,100,-70,0.05,-9.53,,
356868812,Windy Point/Tuolumne,3356868812,NORTHWEST,Lower Columbia Basin,45.76,-120.71,8,230,0,0,-3.09,-38.29,,
356868817,Pebble Springs Wind Project,3356868817,NORTHWEST,Lower Columbia Basin,45.71,-120.22,1,0.6,0,0,1.07,13.43,0,0
360295245,Vantage Wind Power Project,3360295245,NORTHWEST,N.KING,46.95,-120.14,1,0.6,0,0,-0.07,-2.22,,
360295330,Gateway (PG),3360295330,PG AND E,Generation (Fossil & Non-peaker,38.02,-121.76,3,18,579,39.52,296.08,148.96,,
365669813,Populus,3365669813,PACE,ID NPC,42.42,-112.15,3,345,,,,,0,-111.5
400380901,Canyon Rd-Tacoma (evi),4.00381E+12,NORTHWEST,Tacoma Power - General,47.1,-122.36,1,230,,,132.83,43.11,,
406510901,Echo Wind Farm (evi),4.06511E+12,NORTHWEST,PAC:HERM,45.71,-119.36,1,0.6,0,0,4.9,1.83,,
600110901,Langley (evi),6.00111E+12,IDAHO,ZoneIP,43.9,-116.82,1,16.5,210,17.14,119.45,25.55,,
640590901,Blackhawk (evi),6.40591E+12,SIERRA,SPP-Carson City,39.42,-119.65,1,345,,,,,,
